"學年度","學校代碼","學校名稱","科系代碼","科系名稱","日間∕進修別","等級別","總計","男生計","女生計","華語先修生男生","華語先修生女生","一年級男生","一年級女生","二年級男生","二年級女生","三年級男生","三年級女生","四年級男生","四年級女生","五年級男生","五年級女生","六年級男生","六年級女生","七年級男生","七年級女生","延修生男生","延修生女生","縣市名稱","體系別"
113,1036,健行科技大學,07141017,電子工程系_國際專修部,D 日,B 四技,52,31,21,0,0,18,14,13,7,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
113,1036,健行科技大學,07141017,電子工程系_國際學生產學合作專班,D 日,B 四技,66,39,27,0,0,0,0,17,8,0,0,22,19,0,0,0,0,0,0,0,0,03 桃園市,2 技職
113,1036,健行科技大學,07141017,電子工程系_資訊電子應用僑生專班,D 日,B 四技,11,8,3,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
113,1036,健行科技大學,07141017,電子工程系,N 修,B 四技,44,34,10,0,0,0,0,4,3,13,6,14,1,0,0,0,0,0,0,3,0,03 桃園市,2 技職
113,1036,健行科技大學,07151020,機械工程系碩士班,D 日,M 碩士,15,12,3,0,0,2,2,5,0,0,1,5,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
113,1036,健行科技大學,07151020,機械工程系_國際學生產學合作專班,D 日,B 四技,23,18,5,0,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0,0,03 桃園市,2 技職
113,1036,健行科技大學,07151020,機械工程系_國際專修部,D 日,B 四技,8,7,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
113,1036,健行科技大學,07151020,機械工程系,D 日,B 四技,154,151,3,0,0,25,2,23,1,28,0,48,0,0,0,0,0,0,0,27,0,03 桃園市,2 技職
113,1036,健行科技大學,07151020,機械工程系,N 修,B 四技,105,99,6,0,0,16,1,19,1,31,2,14,1,0,0,0,0,0,0,19,1,03 桃園市,2 技職
113,1036,健行科技大學,07151020,機械工程系,N 修,C 二技,84,75,9,0,0,0,0,0,0,39,2,36,7,0,0,0,0,0,0,0,0,03 桃園市,2 技職
113,1036,健行科技大學,07161027,車輛工程系_國際專修部,D 日,B 四技,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
113,1036,健行科技大學,07161027,車輛工程系,D 日,B 四技,235,229,6,0,0,63,2,58,1,51,0,52,3,0,0,0,0,0,0,5,0,03 桃園市,2 技職
113,1036,健行科技大學,07161027,車輛工程系_車輛維修技術實務專班,D 日,B 四技,7,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
113,1036,健行科技大學,07161027,車輛工程系,N 修,B 四技,171,166,5,0,0,25,2,34,0,49,0,54,2,0,0,0,0,0,0,4,1,03 桃園市,2 技職
113,1036,健行科技大學,07191011,工業管理系碩士班,D 日,M 碩士,43,19,24,0,0,9,3,9,6,0,5,1,7,0,3,0,0,0,0,0,0,03 桃園市,2 技職
113,1036,健行科技大學,07191011,工業管理系_國際學生產學合作專班,D 日,B 四技,57,16,41,0,0,0,0,0,0,0,0,4,22,0,0,0,0,0,0,12,19,03 桃園市,2 技職
113,1036,健行科技大學,07191011,工業管理系,D 日,B 四技,126,87,39,0,0,19,2,24,20,11,4,23,10,0,0,0,0,0,0,10,3,03 桃園市,2 技職
113,1036,健行科技大學,07191011,工業管理系_國際專修部,D 日,B 四技,164,34,130,0,0,21,100,13,30,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
113,1036,健行科技大學,07191011,工業管理系,N 修,B 四技,64,55,9,0,0,18,3,14,0,6,0,12,6,0,0,0,0,0,0,5,0,03 桃園市,2 技職
113,1036,健行科技大學,07191011,工業管理系,N 修,C 二技,148,84,64,0,0,0,0,0,0,46,35,37,29,0,0,0,0,0,0,1,0,03 桃園市,2 技職
113,1036,健行科技大學,07321021,土木工程系空間資訊與防災科技碩士班,D 日,M 碩士,27,26,1,0,0,16,1,5,0,4,0,1,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
113,1036,健行科技大學,07321021,土木工程系_國際專修部,D 日,B 四技,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
113,1036,健行科技大學,07321021,土木工程系,D 日,B 四技,104,82,22,0,0,24,6,20,9,12,3,25,3,0,0,0,0,0,0,1,1,03 桃園市,2 技職
113,1036,健行科技大學,07321021,土木工程系_營建育成專班,D 日,B 四技,21,19,2,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
113,1036,健行科技大學,07321021,土木工程系,N 修,B 四技,148,117,31,0,0,28,14,45,4,24,6,14,7,0,0,0,0,0,0,6,0,03 桃園市,2 技職
113,1036,健行科技大學,07322015,應用空間資訊系_國際專修部,D 日,B 四技,5,1,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
113,1036,健行科技大學,07322015,應用空間資訊系,D 日,B 四技,90,78,12,0,0,17,3,23,3,25,1,11,5,0,0,0,0,0,0,2,0,03 桃園市,2 技職
113,1036,健行科技大學,10131025,餐旅管理系,D 日,B 四技,530,231,299,0,0,65,67,59,58,35,62,46,81,0,0,0,0,0,0,26,31,03 桃園市,2 技職
113,1036,健行科技大學,10131025,餐旅管理系_餐飲管理僑生專班,D 日,B 四技,12,3,9,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
113,1036,健行科技大學,10131025,餐旅管理系,N 修,B 四技,347,163,184,0,0,26,40,41,35,30,43,51,59,0,0,0,0,0,0,15,7,03 桃園市,2 技職
113,1037,正修科技大學,02112003,數位多媒體設計系,D 日,B 四技,369,216,153,0,0,46,32,45,38,50,40,61,35,0,0,0,0,0,0,14,8,12 高雄市,2 技職
113,1037,正修科技大學,02112003,數位多媒體設計系,N 修,B 四技,121,65,56,0,0,12,17,18,14,18,10,16,6,0,0,0,0,0,0,1,9,12 高雄市,2 技職
113,1037,正修科技大學,02122042,視覺傳達設計系文創設計與藝術保存碩士班,D 日,M 碩士,18,4,14,0,0,1,10,2,4,1,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,02122042,視覺傳達設計系,D 日,B 四技,275,90,185,0,0,18,57,24,45,25,44,17,36,0,0,0,0,0,0,6,3,12 高雄市,2 技職
113,1037,正修科技大學,02122042,視覺傳達設計系,N 修,B 四技,52,19,33,0,0,1,0,4,5,5,13,7,9,0,0,0,0,0,0,2,6,12 高雄市,2 技職
113,1037,正修科技大學,02122042,視覺傳達設計系,N 修,C 二技,42,16,26,0,0,0,0,0,0,9,12,6,14,0,0,0,0,0,0,1,0,12 高雄市,2 技職
113,1037,正修科技大學,02124048,室內設計科,D 日,5 五專,6,1,5,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,02311001,應用外語系,D 日,B 四技,63,37,26,0,0,0,0,15,12,14,10,3,2,0,0,0,0,0,0,5,2,12 高雄市,2 技職
113,1037,正修科技大學,02311001,應用外語系,N 修,B 四技,11,4,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,5,12 高雄市,2 技職
113,1037,正修科技大學,02311001,應用外語系_現役軍人營區在職專班,N 修,C 二技,125,85,40,0,0,0,0,0,0,44,22,41,18,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,02311001,應用外語系,N 修,C 二技,57,21,36,0,0,0,0,0,0,12,23,8,12,0,0,0,0,0,0,1,1,12 高雄市,2 技職
113,1037,正修科技大學,02311001,應用外語科,N 修,2 二專,15,5,10,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,1,0,12 高雄市,2 技職
113,1037,正修科技大學,04121008,金融管理系碩士班,D 日,M 碩士,13,8,5,0,0,3,1,4,2,1,1,0,1,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,04121008,金融管理系,D 日,B 四技,178,93,85,0,0,26,20,32,18,14,23,16,22,0,0,0,0,0,0,5,2,12 高雄市,2 技職
113,1037,正修科技大學,04121008,金融管理系,N 修,B 四技,98,52,46,0,0,10,9,16,4,10,13,9,15,0,0,0,0,0,0,7,5,12 高雄市,2 技職
113,1037,正修科技大學,04131005,企業管理系經營管理碩士班,D 日,M 碩士,17,5,12,0,0,3,8,0,3,1,1,1,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,04131005,企業管理系,D 日,B 四技,279,144,135,0,0,43,35,37,36,21,31,38,28,0,0,0,0,0,0,5,5,12 高雄市,2 技職
113,1037,正修科技大學,04131005,企業管理系_現役軍人營區在職專班,N 職,M 碩士,62,49,13,0,0,32,4,17,8,0,1,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,04131005,企業管理系經營管理碩士在職專班,N 職,M 碩士,53,27,26,0,0,12,14,12,10,3,2,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,04131005,企業管理系,N 修,B 四技,358,201,157,0,0,50,41,42,29,49,48,35,33,0,0,0,0,0,0,25,6,12 高雄市,2 技職
113,1037,正修科技大學,04131005,企業管理系_現役軍人營區在職專班,N 修,C 二技,371,274,97,0,0,0,0,0,0,132,38,139,59,0,0,0,0,0,0,3,0,12 高雄市,2 技職
113,1037,正修科技大學,04131005,企業管理系,N 修,C 二技,513,206,307,0,0,0,0,0,0,98,173,103,121,0,0,0,0,0,0,5,13,12 高雄市,2 技職
113,1037,正修科技大學,04131005,企業管理系_現役軍人營區在職專班,N 修,2 二專,106,77,29,0,0,53,19,22,9,0,0,0,0,0,0,0,0,0,0,2,1,12 高雄市,2 技職
113,1037,正修科技大學,04131005,企業管理科,N 修,2 二專,202,102,100,0,0,48,53,51,37,0,0,0,0,0,0,0,0,0,0,3,10,12 高雄市,2 技職
113,1037,正修科技大學,04131006,國際企業系,D 日,B 四技,39,21,18,0,0,0,0,0,0,7,5,9,12,0,0,0,0,0,0,5,1,12 高雄市,2 技職
113,1037,正修科技大學,04131006,國際企業系,N 修,B 四技,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12 高雄市,2 技職
113,1037,正修科技大學,06131010,資訊管理系碩士班,D 日,M 碩士,16,14,2,0,0,8,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,06131010,資訊管理系,D 日,B 四技,266,214,52,0,0,52,14,42,11,65,9,46,18,0,0,0,0,0,0,9,0,12 高雄市,2 技職
113,1037,正修科技大學,06131010,資訊管理系_現役軍人營區在職專班,N 職,M 碩士,29,18,11,0,0,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,06131010,資訊管理系碩士在職專班,N 職,M 碩士,20,13,7,0,0,5,4,8,2,0,1,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,06131010,資訊管理系,N 修,B 四技,105,83,22,0,0,17,5,17,4,17,8,24,3,0,0,0,0,0,0,8,2,12 高雄市,2 技職
113,1037,正修科技大學,06131010,資訊管理系,N 修,C 二技,64,51,13,0,0,0,0,0,0,26,5,23,8,0,0,0,0,0,0,2,0,12 高雄市,2 技職
113,1037,正修科技大學,06131010,資訊管理系_現役軍人營區在職專班,N 修,C 二技,106,71,35,0,0,0,0,0,0,45,22,26,13,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,06199047,電競科技系,D 日,B 四技,260,233,27,0,0,90,11,59,7,52,8,32,1,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,06199047,電競科技系,N 修,B 四技,85,77,8,0,0,20,1,31,6,26,1,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07121044,環境毒物與新興污染物研究所_重點產業系所招生,D 日,M 碩士,7,2,5,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07121044,環境毒物與新興污染物研究所,D 日,M 碩士,17,9,8,0,0,7,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07141011,電機工程系碩士班,D 日,M 碩士,25,23,2,0,0,11,1,8,1,3,0,1,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07141011,電機工程系_國際專修部,D 日,B 四技,26,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07141011,電機工程系,D 日,B 四技,388,375,13,0,0,118,5,89,2,77,4,75,2,0,0,0,0,0,0,16,0,12 高雄市,2 技職
113,1037,正修科技大學,07141011,電機工程系_電機產業專班,D 日,B 四技,113,73,40,0,0,0,0,24,13,28,11,20,16,0,0,0,0,0,0,1,0,12 高雄市,2 技職
113,1037,正修科技大學,07141011,電機工程系,N 修,B 四技,314,302,12,0,0,68,2,68,1,87,6,51,2,0,0,0,0,0,0,28,1,12 高雄市,2 技職
113,1037,正修科技大學,07141011,電機工程系_現役軍人營區在職專班,N 修,C 二技,52,49,3,0,0,0,0,0,0,27,3,22,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07141011,電機工程系,N 修,C 二技,107,96,11,0,0,0,0,0,0,50,3,43,7,0,0,0,0,0,0,3,1,12 高雄市,2 技職
113,1037,正修科技大學,07141011,電機工程科,N 修,2 二專,83,72,11,0,0,32,4,36,7,0,0,0,0,0,0,0,0,0,0,4,0,12 高雄市,2 技職
113,1037,正修科技大學,07141012,電子工程系碩士班,D 日,M 碩士,13,11,2,0,0,8,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07141012,電子工程系_電子產業專班,D 日,B 四技,290,171,119,0,0,52,36,47,35,29,32,42,15,0,0,0,0,0,0,1,1,12 高雄市,2 技職
113,1037,正修科技大學,07141012,電子工程系_國際專修部,D 日,B 四技,41,27,14,9,4,0,0,18,10,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07141012,電子工程系,D 日,B 四技,524,478,46,0,0,138,12,114,7,111,12,106,14,0,0,0,0,0,0,9,1,12 高雄市,2 技職
113,1037,正修科技大學,07141012,電子工程系,N 修,B 四技,210,160,50,0,0,50,10,45,24,20,7,36,9,0,0,0,0,0,0,9,0,12 高雄市,2 技職
113,1037,正修科技大學,07141012,電子工程系_年輕移工在職進修專班,N 修,B 四技,15,1,14,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07141013,資訊工程系碩士班,D 日,M 碩士,23,20,3,0,0,12,0,5,2,3,1,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07141013,資訊工程系,D 日,B 四技,264,247,17,0,0,48,7,57,4,56,4,70,1,0,0,0,0,0,0,16,1,12 高雄市,2 技職
113,1037,正修科技大學,07141013,資訊工程系_資電產業產學攜手專班,D 日,B 四技,178,109,69,0,0,39,15,18,10,30,19,21,25,0,0,0,0,0,0,1,0,12 高雄市,2 技職
113,1037,正修科技大學,07141013,資訊工程系,N 修,B 四技,146,110,36,0,0,38,4,22,4,22,26,23,2,0,0,0,0,0,0,5,0,12 高雄市,2 技職
113,1037,正修科技大學,07151015,機械工程系_重點產業系所招生,D 日,D 博士,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07151015,機械工程系機電工程博士班,D 日,D 博士,20,18,2,0,0,4,1,4,1,3,0,4,0,1,0,2,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07151015,機械工程系機電工程碩士班,D 日,M 碩士,23,22,1,0,0,10,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07151015,機械工程系,D 日,B 四技,439,417,22,0,0,93,6,77,5,88,5,130,6,0,0,0,0,0,0,29,0,12 高雄市,2 技職
113,1037,正修科技大學,07151015,機械工程系_國際專修部,D 日,B 四技,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07151015,機械工程系_僑生產學機電產業專班,D 日,B 四技,47,40,7,0,0,0,0,0,0,17,1,23,6,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07151015,機械工程系_精密設計製造專班,D 日,C 二技,10,9,1,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07151015,機械工程系,N 修,B 四技,419,405,14,0,0,65,5,99,1,90,4,105,3,0,0,0,0,0,0,46,1,12 高雄市,2 技職
113,1037,正修科技大學,07151015,機械工程系,N 修,C 二技,63,57,6,0,0,0,0,0,0,20,2,33,4,0,0,0,0,0,0,4,0,12 高雄市,2 技職
113,1037,正修科技大學,07151015,機械工程系_現役軍人營區在職專班,N 修,C 二技,17,16,1,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07151015,機械工程科,N 修,2 二專,26,22,4,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12 高雄市,2 技職
113,1037,正修科技大學,07191018,工業工程與管理系_先進品質管理工業工程與管理實務,D 日,M 碩士,6,5,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07191018,工業工程與管理系碩士班,D 日,M 碩士,22,18,4,0,0,8,2,6,2,4,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07191018,工業工程與管理系_外國學生專班,D 日,M 碩士,33,19,14,0,0,6,3,3,7,9,3,1,1,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07191018,工業工程與管理系_國際專修部,D 日,B 四技,53,31,22,0,0,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07191018,工業工程與管理系,D 日,B 四技,262,232,30,0,0,63,5,41,6,62,8,54,10,0,0,0,0,0,0,12,1,12 高雄市,2 技職
113,1037,正修科技大學,07191018,工業工程與管理系_機械工程專班,D 日,C 二技,12,9,3,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07191018,工業工程與管理系,N 修,B 四技,48,39,9,0,0,0,0,11,2,11,4,11,2,0,0,0,0,0,0,6,1,12 高雄市,2 技職
113,1037,正修科技大學,07191018,工業工程與管理系_新住民子女國際培力產學工業管理專班,N 修,B 四技,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12 高雄市,2 技職
113,1037,正修科技大學,07191018,工業工程與管理系,N 修,C 二技,63,42,21,0,0,0,0,0,0,19,12,22,9,0,0,0,0,0,0,1,0,12 高雄市,2 技職
113,1037,正修科技大學,07191018,工業工程與管理系_現役軍人營區在職專班,N 修,C 二技,127,107,20,0,0,0,0,0,0,56,7,51,13,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07311004,建築與室內設計系,D 日,B 四技,536,303,233,0,0,78,58,59,65,80,60,65,45,0,0,0,0,0,0,21,5,12 高雄市,2 技職
113,1037,正修科技大學,07311004,建築與室內設計系,N 修,B 四技,165,107,58,0,0,41,19,18,10,28,11,11,15,0,0,0,0,0,0,9,3,12 高雄市,2 技職
113,1037,正修科技大學,07311038,建築科,D 日,5 五專,204,120,84,0,0,23,17,27,18,27,18,18,16,20,13,0,0,0,0,5,2,12 高雄市,2 技職
113,1037,正修科技大學,07321016,土木與空間資訊系營建工程碩士班,D 日,M 碩士,22,15,7,0,0,8,4,3,2,3,0,1,1,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07321016,土木與空間資訊系,D 日,B 四技,513,438,75,0,0,121,19,93,13,115,24,99,17,0,0,0,0,0,0,10,2,12 高雄市,2 技職
113,1037,正修科技大學,07321016,土木與空間資訊系_工程識圖與施工實務專班,D 日,C 二技,7,4,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,07321016,土木與空間資訊系,N 修,B 四技,217,178,39,0,0,46,8,39,16,38,4,41,11,0,0,0,0,0,0,14,0,12 高雄市,2 技職
113,1037,正修科技大學,07321031,土木工程科,D 日,5 五專,183,159,24,0,0,36,4,34,8,34,7,33,4,20,1,0,0,0,0,2,0,12 高雄市,2 技職
113,1037,正修科技大學,09131046,護理系,D 日,B 四技,18,3,15,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,09211045,長期照護與健康管理系,D 日,C 二技,54,14,40,0,0,0,0,0,0,4,19,10,21,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,09221021,幼兒保育系碩士班,D 日,M 碩士,22,3,19,0,0,1,8,0,7,1,2,1,2,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,09221021,幼兒保育系,D 日,B 四技,250,36,214,0,0,7,58,12,55,6,42,9,52,0,0,0,0,0,0,2,7,12 高雄市,2 技職
113,1037,正修科技大學,09221021,幼兒保育系,N 修,B 四技,128,6,122,0,0,2,27,1,37,2,28,1,26,0,0,0,0,0,0,0,4,12 高雄市,2 技職
113,1037,正修科技大學,09221021,幼兒保育系,N 修,C 二技,314,6,308,0,0,0,0,0,0,3,179,3,128,0,0,0,0,0,0,0,1,12 高雄市,2 技職
113,1037,正修科技大學,10121026,化妝品與時尚彩妝系碩士班,D 日,M 碩士,23,2,21,0,0,1,10,1,7,0,2,0,2,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,10121026,化妝品與時尚彩妝系,D 日,B 四技,303,15,288,0,0,5,79,4,77,2,58,2,69,0,0,0,0,0,0,2,5,12 高雄市,2 技職
113,1037,正修科技大學,10121026,化妝品與時尚彩妝系,N 修,B 四技,240,14,226,0,0,3,81,4,43,2,46,3,45,0,0,0,0,0,0,2,11,12 高雄市,2 技職
113,1037,正修科技大學,10121026,化妝品與時尚彩妝系,N 修,C 二技,66,6,60,0,0,0,0,0,0,1,32,5,25,0,0,0,0,0,0,0,3,12 高雄市,2 技職
113,1037,正修科技大學,10131022,餐飲管理系,D 日,B 四技,536,271,265,0,0,60,76,78,64,50,58,78,62,0,0,0,0,0,0,5,5,12 高雄市,2 技職
113,1037,正修科技大學,10131022,餐飲管理系_僑生產學餐飲產業專班,D 日,B 四技,177,89,88,0,0,26,25,30,19,23,35,10,9,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,10131022,餐飲管理系,D 日,5 五專,7,3,4,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,1,12 高雄市,2 技職
113,1037,正修科技大學,10131022,餐飲管理系,N 修,B 四技,319,162,157,0,0,37,44,37,28,34,40,44,29,0,0,0,0,0,0,10,16,12 高雄市,2 技職
113,1037,正修科技大學,10131022,餐飲管理系,N 修,C 二技,94,37,57,0,0,0,0,0,0,21,26,15,30,0,0,0,0,0,0,1,1,12 高雄市,2 技職
113,1037,正修科技大學,10131022,餐飲管理科,N 修,2 二專,77,36,41,0,0,19,21,15,20,0,0,0,0,0,0,0,0,0,0,2,0,12 高雄市,2 技職
113,1037,正修科技大學,10151023,觀光遊憩系_僑生產學觀光餐旅產業專班,D 日,B 四技,140,64,76,0,0,21,16,13,36,14,11,16,13,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,10151023,觀光遊憩系,D 日,B 四技,169,73,96,0,0,15,27,16,24,16,23,18,20,0,0,0,0,0,0,8,2,12 高雄市,2 技職
113,1037,正修科技大學,10151023,觀光遊憩系,N 修,B 四技,93,47,46,0,0,13,9,10,6,9,11,8,13,0,0,0,0,0,0,7,7,12 高雄市,2 技職
113,1037,正修科技大學,10152025,休閒與運動管理系碩士班,D 日,M 碩士,24,16,8,0,0,6,4,6,1,1,1,3,2,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,10152025,休閒與運動管理系_外國學生專班,D 日,M 碩士,5,2,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,10152025,休閒與運動管理系,D 日,B 四技,292,203,89,0,0,48,20,52,28,46,21,45,16,0,0,0,0,0,0,12,4,12 高雄市,2 技職
113,1037,正修科技大學,10152025,休閒與運動管理系_僑生產學休閒餐旅產業專班,D 日,B 四技,93,39,54,0,0,17,21,3,11,8,8,11,14,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,10152025,休閒與運動管理系碩士在職專班,N 職,M 碩士,64,33,31,0,0,15,15,12,14,3,1,3,1,0,0,0,0,0,0,0,0,12 高雄市,2 技職
113,1037,正修科技大學,10152025,休閒與運動管理系,N 修,B 四技,299,216,83,0,0,43,21,46,22,50,18,49,16,0,0,0,0,0,0,28,6,12 高雄市,2 技職
113,1037,正修科技大學,10152025,休閒與運動管理系,N 修,C 二技,267,185,82,0,0,0,0,0,0,98,37,82,43,0,0,0,0,0,0,5,2,12 高雄市,2 技職
113,1037,正修科技大學,10152025,休閒與運動管理科,N 修,2 二專,93,62,31,0,0,30,19,30,11,0,0,0,0,0,0,0,0,0,0,2,1,12 高雄市,2 技職
113,1038,萬能科技大學,02123002,商業設計系,D 日,B 四技,170,69,101,0,0,19,17,14,29,14,31,19,18,0,0,0,0,0,0,3,6,03 桃園市,2 技職
113,1038,萬能科技大學,02123002,商業設計系,N 修,B 四技,65,36,29,0,0,14,8,4,6,7,6,7,7,0,0,0,0,0,0,4,2,03 桃園市,2 技職
113,1038,萬能科技大學,04131004,企業管理系,D 日,B 四技,169,90,79,0,0,25,32,22,13,19,21,18,13,0,0,0,0,0,0,6,0,03 桃園市,2 技職
113,1038,萬能科技大學,04131004,企業管理系_連鎖業儲備幹部與微型創業人才培訓國際學生產學合作專班,D 日,B 四技,65,20,45,0,0,0,0,0,0,2,30,18,15,0,0,0,0,0,0,0,0,03 桃園市,2 技職
113,1038,萬能科技大學,04131004,企業管理系,N 修,B 四技,140,91,49,0,0,31,12,28,10,13,13,11,12,0,0,0,0,0,0,8,2,03 桃園市,2 技職
113,1038,萬能科技大學,04131004,企業管理系,N 修,C 二技,80,43,37,0,0,0,0,0,0,26,19,17,18,0,0,0,0,0,0,0,0,03 桃園市,2 技職
113,1038,萬能科技大學,04131005,經營管理研究所,D 日,M 碩士,59,18,41,0,0,7,17,9,13,2,8,0,3,0,0,0,0,0,0,0,0,03 桃園市,2 技職
113,1038,萬能科技大學,04131005,經營管理研究所,N 職,M 碩士,86,33,53,0,0,16,23,12,28,2,1,3,1,0,0,0,0,0,0,0,0,03 桃園市,2 技職
113,1038,萬能科技大學,04132010,行銷與流通管理系_國際專修部,D 日,B 四技,45,6,39,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
113,1038,萬能科技大學,04132010,行銷與流通管理系,D 日,B 四技,206,122,84,0,0,29,26,33,19,22,8,26,26,0,0,0,0,0,0,12,5,03 桃園市,2 技職
113,1038,萬能科技大學,04132010,行銷與流通管理系_國際學生產學合作專班,D 日,B 四技,117,39,78,0,0,11,24,9,15,10,23,9,16,0,0,0,0,0,0,0,0,03 桃園市,2 技職
